combination_id,k,thrshld,p1,p2,beta,seeds,primary_delta_star,num_intersections,status,delta_star_count,delta_star_values,dominant_below,dominant_above,always_dominant,intersection_1,intersection_2,intersection_3,intersection_4,intersection_5
344,4,3,0,4,7,3,,0,not_found,0,None,,,Clustered,,,,,
346,4,3,0,0.5,3,3,,0,not_found,0,None,,,Clustered,,,,,
331,4,3,0.3,1,5,3,,0,not_found,0,None,,,Random,,,,,
347,4,3,0,0.5,5,3,,0,not_found,0,None,,,Clustered,,,,,
328,4,3,0.3,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
348,4,3,0,0.5,7,3,,0,not_found,0,None,,,Clustered,,,,,
349,4,3,0,0.6,1,3,,0,not_found,0,None,,,Clustered,,,,,
350,4,3,0,0.6,3,3,,0,not_found,0,None,,,Clustered,,,,,
351,4,3,0,0.6,5,3,,0,not_found,0,None,,,Clustered,,,,,
352,4,3,0,0.6,7,3,,0,not_found,0,None,,,Clustered,,,,,
353,4,3,0,0.7,1,3,,0,not_found,0,None,,,Clustered,,,,,
355,4,3,0,0.7,5,3,,0,not_found,0,None,,,Clustered,,,,,
354,4,3,0,0.7,3,3,,0,not_found,0,None,,,Clustered,,,,,
332,4,3,0.3,1,7,3,,0,not_found,0,None,,,Random,,,,,
357,4,3,0,0.8,1,3,,0,not_found,0,None,,,Clustered,,,,,
356,4,3,0,0.7,7,3,,0,not_found,0,None,,,Clustered,,,,,
358,4,3,0,0.8,3,3,,0,not_found,0,None,,,Clustered,,,,,
359,4,3,0,0.8,5,3,,0,not_found,0,None,,,Clustered,,,,,
361,4,3,0,0.9,1,3,,0,not_found,0,None,,,Clustered,,,,,
360,4,3,0,0.8,7,3,,0,not_found,0,None,,,Clustered,,,,,
363,4,3,0,0.9,5,3,,0,not_found,0,None,,,Clustered,,,,,
362,4,3,0,0.9,3,3,,0,not_found,0,None,,,Clustered,,,,,
364,4,3,0,0.9,7,3,,0,not_found,0,None,,,Clustered,,,,,
365,4,3,0,1,1,3,,0,not_found,0,None,,,Clustered,,,,,
366,4,3,0,1,3,3,,0,not_found,0,None,,,Clustered,,,,,
367,4,3,0,1,5,3,,0,not_found,0,None,,,Clustered,,,,,
368,4,3,0,1,7,3,,0,not_found,0,None,,,Clustered,,,,,
373,4,3,0.5,4,1,3,,0,not_found,0,None,,,Random,,,,,
369,4,3,4,4,1,3,,0,not_found,0,None,,,Random,,,,,
377,4,3,0.5,0.5,1,3,,0,not_found,0,None,,,Random,,,,,
370,4,3,4,4,3,3,,0,not_found,0,None,,,Random,,,,,
372,4,3,4,4,7,3,,0,not_found,0,None,,,Random,,,,,
371,4,3,4,4,5,3,,0,not_found,0,None,,,Random,,,,,
374,4,3,0.5,4,3,3,,0,not_found,0,None,,,Random,,,,,
375,4,3,0.5,4,5,3,,0,not_found,0,None,,,Random,,,,,
381,4,3,0.5,0.6,1,3,,0,not_found,0,None,,,Random,,,,,
376,4,3,0.5,4,7,3,,0,not_found,0,None,,,Random,,,,,
385,4,3,0.5,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
379,4,3,0.5,0.5,5,3,,0,not_found,0,None,,,Random,,,,,
378,4,3,0.5,0.5,3,3,,0,not_found,0,None,,,Random,,,,,
382,4,3,0.5,0.6,3,3,,0,not_found,0,None,,,Random,,,,,
380,4,3,0.5,0.5,7,3,,0,not_found,0,None,,,Random,,,,,
389,4,3,0.5,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
383,4,3,0.5,0.6,5,3,,0,not_found,0,None,,,Random,,,,,
384,4,3,0.5,0.6,7,3,,0,not_found,0,None,,,Random,,,,,
386,4,3,0.5,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
393,4,3,0.5,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
387,4,3,0.5,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
390,4,3,0.5,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
388,4,3,0.5,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
397,4,3,0.5,1,1,3,,0,not_found,0,None,,,Random,,,,,
391,4,3,0.5,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
401,4,3,0.6,4,1,3,,0,not_found,0,None,,,Random,,,,,
392,4,3,0.5,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
394,4,3,0.5,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
395,4,3,0.5,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
396,4,3,0.5,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
405,4,3,0.6,0.6,1,3,,0,not_found,0,None,,,Random,,,,,
398,4,3,0.5,1,3,3,,0,not_found,0,None,,,Random,,,,,
400,4,3,0.5,1,7,3,,0,not_found,0,None,,,Random,,,,,
399,4,3,0.5,1,5,3,,0,not_found,0,None,,,Random,,,,,
402,4,3,0.6,4,3,3,,0,not_found,0,None,,,Random,,,,,
404,4,3,0.6,4,7,3,,0,not_found,0,None,,,Random,,,,,
409,4,3,0.6,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
403,4,3,0.6,4,5,3,,0,not_found,0,None,,,Random,,,,,
413,4,3,0.6,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
406,4,3,0.6,0.6,3,3,,0,not_found,0,None,,,Random,,,,,
407,4,3,0.6,0.6,5,3,,0,not_found,0,None,,,Random,,,,,
408,4,3,0.6,0.6,7,3,,0,not_found,0,None,,,Random,,,,,
410,4,3,0.6,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
417,4,3,0.6,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
411,4,3,0.6,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
414,4,3,0.6,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
421,4,3,0.6,1,1,3,,0,not_found,0,None,,,Random,,,,,
412,4,3,0.6,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
415,4,3,0.6,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
418,4,3,0.6,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
416,4,3,0.6,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
425,4,3,0.7,4,1,3,,0,not_found,0,None,,,Random,,,,,
422,4,3,0.6,1,3,3,,0,not_found,0,None,,,Random,,,,,
419,4,3,0.6,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
420,4,3,0.6,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
429,4,3,0.7,0.7,1,3,,0,not_found,0,None,,,Random,,,,,
423,4,3,0.6,1,5,3,,0,not_found,0,None,,,Random,,,,,
424,4,3,0.6,1,7,3,,0,not_found,0,None,,,Random,,,,,
426,4,3,0.7,4,3,3,,0,not_found,0,None,,,Random,,,,,
427,4,3,0.7,4,5,3,,0,not_found,0,None,,,Random,,,,,
433,4,3,0.7,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
430,4,3,0.7,0.7,3,3,,0,not_found,0,None,,,Random,,,,,
428,4,3,0.7,4,7,3,,0,not_found,0,None,,,Random,,,,,
431,4,3,0.7,0.7,5,3,,0,not_found,0,None,,,Random,,,,,
437,4,3,0.7,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
434,4,3,0.7,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
432,4,3,0.7,0.7,7,3,,0,not_found,0,None,,,Random,,,,,
435,4,3,0.7,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
441,4,3,0.7,1,1,3,,0,not_found,0,None,,,Random,,,,,
438,4,3,0.7,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
436,4,3,0.7,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
439,4,3,0.7,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
440,4,3,0.7,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
445,4,3,0.8,4,1,3,,0,not_found,0,None,,,Random,,,,,
442,4,3,0.7,1,3,3,,0,not_found,0,None,,,Random,,,,,
443,4,3,0.7,1,5,3,,0,not_found,0,None,,,Random,,,,,
444,4,3,0.7,1,7,3,,0,not_found,0,None,,,Random,,,,,
446,4,3,0.8,4,3,3,,0,not_found,0,None,,,Random,,,,,
449,4,3,0.8,0.8,1,3,,0,not_found,0,None,,,Random,,,,,
447,4,3,0.8,4,5,3,,0,not_found,0,None,,,Random,,,,,
450,4,3,0.8,0.8,3,3,,0,not_found,0,None,,,Random,,,,,
453,4,3,0.8,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
448,4,3,0.8,4,7,3,,0,not_found,0,None,,,Random,,,,,
451,4,3,0.8,0.8,5,3,,0,not_found,0,None,,,Random,,,,,
454,4,3,0.8,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
452,4,3,0.8,0.8,7,3,,0,not_found,0,None,,,Random,,,,,
457,4,3,0.8,1,1,3,,0,not_found,0,None,,,Random,,,,,
455,4,3,0.8,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
456,4,3,0.8,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
458,4,3,0.8,1,3,3,,0,not_found,0,None,,,Random,,,,,
459,4,3,0.8,1,5,3,,0,not_found,0,None,,,Random,,,,,
460,4,3,0.8,1,7,3,,0,not_found,0,None,,,Random,,,,,
461,4,3,0.9,4,1,3,,0,not_found,0,None,,,Random,,,,,
462,4,3,0.9,4,3,3,,0,not_found,0,None,,,Random,,,,,
463,4,3,0.9,4,5,3,,0,not_found,0,None,,,Random,,,,,
464,4,3,0.9,4,7,3,,0,not_found,0,None,,,Random,,,,,
465,4,3,0.9,0.9,1,3,,0,not_found,0,None,,,Random,,,,,
466,4,3,0.9,0.9,3,3,,0,not_found,0,None,,,Random,,,,,
473,4,4,0.1,0.3,1,4,,0,not_found,0,None,,,Random,,,,,
467,4,3,0.9,0.9,5,3,,0,not_found,0,None,,,Random,,,,,
474,4,4,0.1,0.3,3,4,,0,not_found,0,None,,,Random,,,,,
469,4,3,0.9,1,1,3,,0,not_found,0,None,,,Random,,,,,
470,4,3,0.9,1,3,3,,0,not_found,0,None,,,Random,,,,,
468,4,3,0.9,0.9,7,3,,0,not_found,0,None,,,Random,,,,,
477,4,4,0.1,4,1,4,,0,not_found,0,None,,,Random,,,,,
471,4,3,0.9,1,5,3,,0,not_found,0,None,,,Random,,,,,
478,4,4,0.1,4,3,4,,0,not_found,0,None,,,Random,,,,,
481,4,4,0.1,0.5,1,4,,0,not_found,0,None,,,Random,,,,,
482,4,4,0.1,0.5,3,4,,0,not_found,0,None,,,Random,,,,,
475,4,4,0.1,0.3,5,4,,0,not_found,0,None,,,Random,,,,,
472,4,3,0.9,1,7,3,,0,not_found,0,None,,,Random,,,,,
476,4,4,0.1,0.3,7,4,,0,not_found,0,None,,,Random,,,,,
479,4,4,0.1,4,5,4,,0,not_found,0,None,,,Random,,,,,
485,4,4,0.1,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
486,4,4,0.1,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
489,4,4,0.1,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
480,4,4,0.1,4,7,4,,0,not_found,0,None,,,Random,,,,,
490,4,4,0.1,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
483,4,4,0.1,0.5,5,4,,0,not_found,0,None,,,Random,,,,,
493,4,4,0.1,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
487,4,4,0.1,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
484,4,4,0.1,0.5,7,4,,0,not_found,0,None,,,Random,,,,,
494,4,4,0.1,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
491,4,4,0.1,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
497,4,4,0.1,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
488,4,4,0.1,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
498,4,4,0.1,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
501,4,4,0.1,1,1,4,,0,not_found,0,None,,,Random,,,,,
502,4,4,0.1,1,3,4,,0,not_found,0,None,,,Random,,,,,
492,4,4,0.1,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
495,4,4,0.1,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
505,4,4,0.2,0.3,1,4,,0,not_found,0,None,,,Random,,,,,
496,4,4,0.1,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
499,4,4,0.1,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
500,4,4,0.1,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
509,4,4,0.2,4,1,4,,0,not_found,0,None,,,Random,,,,,
503,4,4,0.1,1,5,4,,0,not_found,0,None,,,Random,,,,,
506,4,4,0.2,0.3,3,4,,0,not_found,0,None,,,Random,,,,,
504,4,4,0.1,1,7,4,,0,not_found,0,None,,,Random,,,,,
507,4,4,0.2,0.3,5,4,,0,not_found,0,None,,,Random,,,,,
513,4,4,0.2,0.5,1,4,,0,not_found,0,None,,,Random,,,,,
510,4,4,0.2,4,3,4,,0,not_found,0,None,,,Random,,,,,
517,4,4,0.2,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
511,4,4,0.2,4,5,4,,0,not_found,0,None,,,Random,,,,,
514,4,4,0.2,0.5,3,4,,0,not_found,0,None,,,Random,,,,,
515,4,4,0.2,0.5,5,4,,0,not_found,0,None,,,Random,,,,,
518,4,4,0.2,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
521,4,4,0.2,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
508,4,4,0.2,0.3,7,4,,0,not_found,0,None,,,Random,,,,,
519,4,4,0.2,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
512,4,4,0.2,4,7,4,,0,not_found,0,None,,,Random,,,,,
525,4,4,0.2,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
516,4,4,0.2,0.5,7,4,,0,not_found,0,None,,,Random,,,,,
522,4,4,0.2,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
529,4,4,0.2,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
523,4,4,0.2,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
526,4,4,0.2,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
520,4,4,0.2,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
530,4,4,0.2,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
527,4,4,0.2,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
533,4,4,0.2,1,1,4,,0,not_found,0,None,,,Random,,,,,
524,4,4,0.2,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
537,4,4,0.3,0.3,1,4,,0,not_found,0,None,,,Random,,,,,
531,4,4,0.2,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
534,4,4,0.2,1,3,4,,0,not_found,0,None,,,Random,,,,,
538,4,4,0.3,0.3,3,4,,0,not_found,0,None,,,Random,,,,,
528,4,4,0.2,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
541,4,4,0.3,4,1,4,,0,not_found,0,None,,,Random,,,,,
535,4,4,0.2,1,5,4,,0,not_found,0,None,,,Random,,,,,
545,4,4,0.3,0.5,1,4,,0,not_found,0,None,,,Random,,,,,
532,4,4,0.2,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
542,4,4,0.3,4,3,4,,0,not_found,0,None,,,Random,,,,,
536,4,4,0.2,1,7,4,,0,not_found,0,None,,,Random,,,,,
539,4,4,0.3,0.3,5,4,,0,not_found,0,None,,,Random,,,,,
546,4,4,0.3,0.5,3,4,,0,not_found,0,None,,,Random,,,,,
549,4,4,0.3,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
543,4,4,0.3,4,5,4,,0,not_found,0,None,,,Random,,,,,
550,4,4,0.3,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
553,4,4,0.3,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
540,4,4,0.3,0.3,7,4,,0,not_found,0,None,,,Random,,,,,
544,4,4,0.3,4,7,4,,0,not_found,0,None,,,Random,,,,,
547,4,4,0.3,0.5,5,4,,0,not_found,0,None,,,Random,,,,,
557,4,4,0.3,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
554,4,4,0.3,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
551,4,4,0.3,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
548,4,4,0.3,0.5,7,4,,0,not_found,0,None,,,Random,,,,,
558,4,4,0.3,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
561,4,4,0.3,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
555,4,4,0.3,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
562,4,4,0.3,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
552,4,4,0.3,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
559,4,4,0.3,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
565,4,4,0.3,1,1,4,,0,not_found,0,None,,,Random,,,,,
556,4,4,0.3,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
566,4,4,0.3,1,3,4,,0,not_found,0,None,,,Random,,,,,
569,4,4,0,0.3,1,4,,0,not_found,0,None,,,Clustered,,,,,
570,4,4,0,0.3,3,4,,0,not_found,0,None,,,Clustered,,,,,
563,4,4,0.3,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
571,4,4,0,0.3,5,4,,0,not_found,0,None,,,Clustered,,,,,
572,4,4,0,0.3,7,4,,0,not_found,0,None,,,Clustered,,,,,
573,4,4,0,0,1,4,,0,not_found,0,None,,,Clustered,,,,,
575,4,4,0,0,5,4,,0,not_found,0,None,,,Clustered,,,,,
574,4,4,0,0,3,4,,0,not_found,0,None,,,Clustered,,,,,
576,4,4,0,0,7,4,,0,not_found,0,None,,,Clustered,,,,,
560,4,4,0.3,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
577,4,4,0,4,1,4,,0,not_found,0,None,,,Clustered,,,,,
578,4,4,0,4,3,4,,0,not_found,0,None,,,Clustered,,,,,
579,4,4,0,4,5,4,,0,not_found,0,None,,,Clustered,,,,,
581,4,4,0,0.5,1,4,,0,not_found,0,None,,,Clustered,,,,,
580,4,4,0,4,7,4,,0,not_found,0,None,,,Clustered,,,,,
582,4,4,0,0.5,3,4,,0,not_found,0,None,,,Clustered,,,,,
564,4,4,0.3,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
567,4,4,0.3,1,5,4,,0,not_found,0,None,,,Random,,,,,
585,4,4,0,0.6,1,4,,0,not_found,0,None,,,Clustered,,,,,
583,4,4,0,0.5,5,4,,0,not_found,0,None,,,Clustered,,,,,
586,4,4,0,0.6,3,4,,0,not_found,0,None,,,Clustered,,,,,
584,4,4,0,0.5,7,4,,0,not_found,0,None,,,Clustered,,,,,
587,4,4,0,0.6,5,4,,0,not_found,0,None,,,Clustered,,,,,
589,4,4,0,0.7,1,4,,0,not_found,0,None,,,Clustered,,,,,
588,4,4,0,0.6,7,4,,0,not_found,0,None,,,Clustered,,,,,
590,4,4,0,0.7,3,4,,0,not_found,0,None,,,Clustered,,,,,
591,4,4,0,0.7,5,4,,0,not_found,0,None,,,Clustered,,,,,
593,4,4,0,0.8,1,4,,0,not_found,0,None,,,Clustered,,,,,
592,4,4,0,0.7,7,4,,0,not_found,0,None,,,Clustered,,,,,
594,4,4,0,0.8,3,4,,0,not_found,0,None,,,Clustered,,,,,
595,4,4,0,0.8,5,4,,0,not_found,0,None,,,Clustered,,,,,
596,4,4,0,0.8,7,4,,0,not_found,0,None,,,Clustered,,,,,
598,4,4,0,0.9,3,4,,0,not_found,0,None,,,Clustered,,,,,
597,4,4,0,0.9,1,4,,0,not_found,0,None,,,Clustered,,,,,
568,4,4,0.3,1,7,4,,0,not_found,0,None,,,Random,,,,,
599,4,4,0,0.9,5,4,,0,not_found,0,None,,,Clustered,,,,,
600,4,4,0,0.9,7,4,,0,not_found,0,None,,,Clustered,,,,,
601,4,4,0,1,1,4,,0,not_found,0,None,,,Clustered,,,,,
602,4,4,0,1,3,4,,0,not_found,0,None,,,Clustered,,,,,
603,4,4,0,1,5,4,,0,not_found,0,None,,,Clustered,,,,,
604,4,4,0,1,7,4,,0,not_found,0,None,,,Clustered,,,,,
609,4,4,0.5,4,1,4,,0,not_found,0,None,,,Random,,,,,
605,4,4,4,4,1,4,,0,not_found,0,None,,,Random,,,,,
606,4,4,4,4,3,4,,0,not_found,0,None,,,Random,,,,,
613,4,4,0.5,0.5,1,4,,0,not_found,0,None,,,Random,,,,,
607,4,4,4,4,5,4,,0,not_found,0,None,,,Random,,,,,
608,4,4,4,4,7,4,,0,not_found,0,None,,,Random,,,,,
611,4,4,0.5,4,5,4,,0,not_found,0,None,,,Random,,,,,
610,4,4,0.5,4,3,4,,0,not_found,0,None,,,Random,,,,,
617,4,4,0.5,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
612,4,4,0.5,4,7,4,,0,not_found,0,None,,,Random,,,,,
614,4,4,0.5,0.5,3,4,,0,not_found,0,None,,,Random,,,,,
621,4,4,0.5,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
615,4,4,0.5,0.5,5,4,,0,not_found,0,None,,,Random,,,,,
616,4,4,0.5,0.5,7,4,,0,not_found,0,None,,,Random,,,,,
625,4,4,0.5,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
618,4,4,0.5,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
619,4,4,0.5,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
620,4,4,0.5,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
622,4,4,0.5,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
629,4,4,0.5,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
623,4,4,0.5,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
624,4,4,0.5,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
626,4,4,0.5,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
633,4,4,0.5,1,1,4,,0,not_found,0,None,,,Random,,,,,
627,4,4,0.5,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
628,4,4,0.5,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
630,4,4,0.5,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
637,4,4,0.6,4,1,4,,0,not_found,0,None,,,Random,,,,,
631,4,4,0.5,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
634,4,4,0.5,1,3,4,,0,not_found,0,None,,,Random,,,,,
641,4,4,0.6,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
632,4,4,0.5,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
635,4,4,0.5,1,5,4,,0,not_found,0,None,,,Random,,,,,
638,4,4,0.6,4,3,4,,0,not_found,0,None,,,Random,,,,,
645,4,4,0.6,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
636,4,4,0.5,1,7,4,,0,not_found,0,None,,,Random,,,,,
639,4,4,0.6,4,5,4,,0,not_found,0,None,,,Random,,,,,
640,4,4,0.6,4,7,4,,0,not_found,0,None,,,Random,,,,,
649,4,4,0.6,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
642,4,4,0.6,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
643,4,4,0.6,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
644,4,4,0.6,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
646,4,4,0.6,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
653,4,4,0.6,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
647,4,4,0.6,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
648,4,4,0.6,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
650,4,4,0.6,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
657,4,4,0.6,1,1,4,,0,not_found,0,None,,,Random,,,,,
651,4,4,0.6,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
654,4,4,0.6,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
652,4,4,0.6,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
655,4,4,0.6,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
661,4,4,0.7,4,1,4,,0,not_found,0,None,,,Random,,,,,
656,4,4,0.6,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
659,4,4,0.6,1,5,4,,0,not_found,0,None,,,Random,,,,,
658,4,4,0.6,1,3,4,,0,not_found,0,None,,,Random,,,,,
665,4,4,0.7,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
662,4,4,0.7,4,3,4,,0,not_found,0,None,,,Random,,,,,
660,4,4,0.6,1,7,4,,0,not_found,0,None,,,Random,,,,,
663,4,4,0.7,4,5,4,,0,not_found,0,None,,,Random,,,,,
669,4,4,0.7,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
666,4,4,0.7,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
664,4,4,0.7,4,7,4,,0,not_found,0,None,,,Random,,,,,
673,4,4,0.7,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
668,4,4,0.7,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
667,4,4,0.7,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
670,4,4,0.7,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
671,4,4,0.7,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
677,4,4,0.7,1,1,4,,0,not_found,0,None,,,Random,,,,,
674,4,4,0.7,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
675,4,4,0.7,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
672,4,4,0.7,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
676,4,4,0.7,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
681,4,4,0.8,4,1,4,,0,not_found,0,None,,,Random,,,,,
678,4,4,0.7,1,3,4,,0,not_found,0,None,,,Random,,,,,
679,4,4,0.7,1,5,4,,0,not_found,0,None,,,Random,,,,,
682,4,4,0.8,4,3,4,,0,not_found,0,None,,,Random,,,,,
685,4,4,0.8,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
680,4,4,0.7,1,7,4,,0,not_found,0,None,,,Random,,,,,
683,4,4,0.8,4,5,4,,0,not_found,0,None,,,Random,,,,,
686,4,4,0.8,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
684,4,4,0.8,4,7,4,,0,not_found,0,None,,,Random,,,,,
689,4,4,0.8,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
687,4,4,0.8,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
688,4,4,0.8,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
690,4,4,0.8,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
693,4,4,0.8,1,1,4,,0,not_found,0,None,,,Random,,,,,
691,4,4,0.8,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
692,4,4,0.8,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
694,4,4,0.8,1,3,4,,0,not_found,0,None,,,Random,,,,,
695,4,4,0.8,1,5,4,,0,not_found,0,None,,,Random,,,,,
697,4,4,0.9,4,1,4,,0,not_found,0,None,,,Random,,,,,
696,4,4,0.8,1,7,4,,0,not_found,0,None,,,Random,,,,,
698,4,4,0.9,4,3,4,,0,not_found,0,None,,,Random,,,,,
701,4,4,0.9,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
699,4,4,0.9,4,5,4,,0,not_found,0,None,,,Random,,,,,
702,4,4,0.9,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
700,4,4,0.9,4,7,4,,0,not_found,0,None,,,Random,,,,,
703,4,4,0.9,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
705,4,4,0.9,1,1,4,,0,not_found,0,None,,,Random,,,,,
