combination_id,k,thrshld,p1,p2,beta,seeds,primary_delta_star,num_intersections,status,delta_star_count,delta_star_values,dominant_below,dominant_above,always_dominant,intersection_1,intersection_2,intersection_3,intersection_4,intersection_5
1993,12,4,0,4,1,4,,0,not_found,0,None,,,Clustered,,,,,
1987,12,4,0,0.3,5,4,,0,not_found,0,None,,,Clustered,,,,,
1994,12,4,0,4,3,4,,0,not_found,0,None,,,Clustered,,,,,
2001,12,4,0,0.6,1,4,,0,not_found,0,None,,,Clustered,,,,,
1988,12,4,0,0.3,7,4,,0,not_found,0,None,,,Clustered,,,,,
1995,12,4,0,4,5,4,,0,not_found,0,None,,,Clustered,,,,,
1998,12,4,0,0.5,3,4,,0,not_found,0,None,,,Clustered,,,,,
1996,12,4,0,4,7,4,,0,not_found,0,None,,,Clustered,,,,,
1999,12,4,0,0.5,5,4,,0,not_found,0,None,,,Clustered,,,,,
2005,12,4,0,0.7,1,4,,0,not_found,0,None,,,Clustered,,,,,
2002,12,4,0,0.6,3,4,,0,not_found,0,None,,,Clustered,,,,,
2000,12,4,0,0.5,7,4,,0,not_found,0,None,,,Clustered,,,,,
2003,12,4,0,0.6,5,4,,0,not_found,0,None,,,Clustered,,,,,
2006,12,4,0,0.7,3,4,,0,not_found,0,None,,,Clustered,,,,,
2009,12,4,0,0.8,1,4,,0,not_found,0,None,,,Clustered,,,,,
2004,12,4,0,0.6,7,4,,0,not_found,0,None,,,Clustered,,,,,
2010,12,4,0,0.8,3,4,,0,not_found,0,None,,,Clustered,,,,,
2007,12,4,0,0.7,5,4,,0,not_found,0,None,,,Clustered,,,,,
2013,12,4,0,0.9,1,4,,0,not_found,0,None,,,Clustered,,,,,
2008,12,4,0,0.7,7,4,,0,not_found,0,None,,,Clustered,,,,,
2014,12,4,0,0.9,3,4,,0,not_found,0,None,,,Clustered,,,,,
2011,12,4,0,0.8,5,4,,0,not_found,0,None,,,Clustered,,,,,
2017,12,4,0,1,1,4,,0,not_found,0,None,,,Clustered,,,,,
2012,12,4,0,0.8,7,4,,0,not_found,0,None,,,Clustered,,,,,
2021,12,4,4,4,1,4,,0,not_found,0,None,,,Random,,,,,
2015,12,4,0,0.9,5,4,,0,not_found,0,None,,,Clustered,,,,,
2018,12,4,0,1,3,4,,0,not_found,0,None,,,Clustered,,,,,
2016,12,4,0,0.9,7,4,,0,not_found,0,None,,,Clustered,,,,,
2022,12,4,4,4,3,4,,0,not_found,0,None,,,Random,,,,,
2025,12,4,0.5,4,1,4,,0,not_found,0,None,,,Random,,,,,
2019,12,4,0,1,5,4,,0,not_found,0,None,,,Clustered,,,,,
2020,12,4,0,1,7,4,,0,not_found,0,None,,,Clustered,,,,,
2026,12,4,0.5,4,3,4,,0,not_found,0,None,,,Random,,,,,
2023,12,4,4,4,5,4,,0,not_found,0,None,,,Random,,,,,
2029,12,4,0.5,0.5,1,4,,0,not_found,0,None,,,Random,,,,,
2024,12,4,4,4,7,4,,0,not_found,0,None,,,Random,,,,,
2030,12,4,0.5,0.5,3,4,,0,not_found,0,None,,,Random,,,,,
2033,12,4,0.5,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
2027,12,4,0.5,4,5,4,,0,not_found,0,None,,,Random,,,,,
2028,12,4,0.5,4,7,4,,0,not_found,0,None,,,Random,,,,,
2031,12,4,0.5,0.5,5,4,,0,not_found,0,None,,,Random,,,,,
2034,12,4,0.5,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
2037,12,4,0.5,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
2032,12,4,0.5,0.5,7,4,,0,not_found,0,None,,,Random,,,,,
2038,12,4,0.5,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
2041,12,4,0.5,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
2035,12,4,0.5,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
2036,12,4,0.5,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
2042,12,4,0.5,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
2039,12,4,0.5,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
2045,12,4,0.5,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
2040,12,4,0.5,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
2046,12,4,0.5,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
2049,12,4,0.5,1,1,4,,0,not_found,0,None,,,Random,,,,,
2043,12,4,0.5,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
2044,12,4,0.5,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
2050,12,4,0.5,1,3,4,,0,not_found,0,None,,,Random,,,,,
2047,12,4,0.5,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
2053,12,4,0.6,4,1,4,,0,not_found,0,None,,,Random,,,,,
2048,12,4,0.5,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
2054,12,4,0.6,4,3,4,,0,not_found,0,None,,,Random,,,,,
2051,12,4,0.5,1,5,4,,0,not_found,0,None,,,Random,,,,,
2057,12,4,0.6,0.6,1,4,,0,not_found,0,None,,,Random,,,,,
2052,12,4,0.5,1,7,4,,0,not_found,0,None,,,Random,,,,,
2058,12,4,0.6,0.6,3,4,,0,not_found,0,None,,,Random,,,,,
2055,12,4,0.6,4,5,4,,0,not_found,0,None,,,Random,,,,,
2061,12,4,0.6,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
2062,12,4,0.6,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
2056,12,4,0.6,4,7,4,,0,not_found,0,None,,,Random,,,,,
2065,12,4,0.6,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
2059,12,4,0.6,0.6,5,4,,0,not_found,0,None,,,Random,,,,,
2060,12,4,0.6,0.6,7,4,,0,not_found,0,None,,,Random,,,,,
2066,12,4,0.6,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
2069,12,4,0.6,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
2063,12,4,0.6,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
2064,12,4,0.6,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
2070,12,4,0.6,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
2067,12,4,0.6,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
2073,12,4,0.6,1,1,4,,0,not_found,0,None,,,Random,,,,,
2068,12,4,0.6,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
2074,12,4,0.6,1,3,4,,0,not_found,0,None,,,Random,,,,,
2071,12,4,0.6,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
2077,12,4,0.7,4,1,4,,0,not_found,0,None,,,Random,,,,,
2072,12,4,0.6,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
2078,12,4,0.7,4,3,4,,0,not_found,0,None,,,Random,,,,,
2075,12,4,0.6,1,5,4,,0,not_found,0,None,,,Random,,,,,
2081,12,4,0.7,0.7,1,4,,0,not_found,0,None,,,Random,,,,,
2076,12,4,0.6,1,7,4,,0,not_found,0,None,,,Random,,,,,
2082,12,4,0.7,0.7,3,4,,0,not_found,0,None,,,Random,,,,,
2085,12,4,0.7,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
2079,12,4,0.7,4,5,4,,0,not_found,0,None,,,Random,,,,,
2086,12,4,0.7,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
2083,12,4,0.7,0.7,5,4,,0,not_found,0,None,,,Random,,,,,
2080,12,4,0.7,4,7,4,,0,not_found,0,None,,,Random,,,,,
2089,12,4,0.7,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
2090,12,4,0.7,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
2084,12,4,0.7,0.7,7,4,,0,not_found,0,None,,,Random,,,,,
2087,12,4,0.7,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
2093,12,4,0.7,1,1,4,,0,not_found,0,None,,,Random,,,,,
2088,12,4,0.7,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
2094,12,4,0.7,1,3,4,,0,not_found,0,None,,,Random,,,,,
2097,12,4,0.8,4,1,4,,0,not_found,0,None,,,Random,,,,,
2091,12,4,0.7,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
2098,12,4,0.8,4,3,4,,0,not_found,0,None,,,Random,,,,,
2092,12,4,0.7,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
2101,12,4,0.8,0.8,1,4,,0,not_found,0,None,,,Random,,,,,
2095,12,4,0.7,1,5,4,,0,not_found,0,None,,,Random,,,,,
2096,12,4,0.7,1,7,4,,0,not_found,0,None,,,Random,,,,,
2102,12,4,0.8,0.8,3,4,,0,not_found,0,None,,,Random,,,,,
2099,12,4,0.8,4,5,4,,0,not_found,0,None,,,Random,,,,,
2105,12,4,0.8,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
2106,12,4,0.8,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
2100,12,4,0.8,4,7,4,,0,not_found,0,None,,,Random,,,,,
2109,12,4,0.8,1,1,4,,0,not_found,0,None,,,Random,,,,,
2103,12,4,0.8,0.8,5,4,,0,not_found,0,None,,,Random,,,,,
2104,12,4,0.8,0.8,7,4,,0,not_found,0,None,,,Random,,,,,
2110,12,4,0.8,1,3,4,,0,not_found,0,None,,,Random,,,,,
2113,12,4,0.9,4,1,4,,0,not_found,0,None,,,Random,,,,,
2107,12,4,0.8,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
2108,12,4,0.8,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
2114,12,4,0.9,4,3,4,,0,not_found,0,None,,,Random,,,,,
2111,12,4,0.8,1,5,4,,0,not_found,0,None,,,Random,,,,,
2117,12,4,0.9,0.9,1,4,,0,not_found,0,None,,,Random,,,,,
2112,12,4,0.8,1,7,4,,0,not_found,0,None,,,Random,,,,,
2118,12,4,0.9,0.9,3,4,,0,not_found,0,None,,,Random,,,,,
2115,12,4,0.9,4,5,4,,0,not_found,0,None,,,Random,,,,,
2121,12,4,0.9,1,1,4,,0,not_found,0,None,,,Random,,,,,
2116,12,4,0.9,4,7,4,,0,not_found,0,None,,,Random,,,,,
2122,12,4,0.9,1,3,4,,0,not_found,0,None,,,Random,,,,,
2119,12,4,0.9,0.9,5,4,,0,not_found,0,None,,,Random,,,,,
2120,12,4,0.9,0.9,7,4,,0,not_found,0,None,,,Random,,,,,
2123,12,4,0.9,1,5,4,,0,not_found,0,None,,,Random,,,,,
2124,12,4,0.9,1,7,4,,0,not_found,0,None,,,Random,,,,,
